trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 1.0}",25,14,-34.67882755656359,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 0}",1
2,False,"{'a': 0.5, 'e': 0.9999987662997035}",20,0,-58.098209481866704,"{0: 11, 1: 5, 2: 4, 3: 0, 4: 0}",0
3,False,"{'a': 0.5, 'e': 0.9999950652018582}",30,0,-94.77769668326053,"{0: 19, 1: 3, 2: 7, 3: 0, 4: 1}",0
4,False,"{'a': 0.5, 'e': 0.999988896715596}",25,0,-107.87941209235117,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
5,False,"{'a': 0.5, 'e': 0.9999802608561371}",30,0,-165.68684664024926,"{0: 15, 1: 4, 2: 8, 3: 2, 4: 1}",0
6,False,"{'a': 0.5, 'e': 0.9999691576447897}",20,4,-65.46159349516608,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 1}",1
7,False,"{'a': 0.5, 'e': 0.9999555871089498}",25,0,-147.81880436366305,"{0: 10, 1: 5, 2: 9, 3: 0, 4: 1}",0
8,False,"{'a': 0.5, 'e': 0.9999395492821014}",35,0,-82.93575428522632,"{0: 22, 1: 4, 2: 9, 3: 0, 4: 0}",0
9,False,"{'a': 0.5, 'e': 0.9999210442038161}",20,0,-127.94480812953502,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 2}",0
10,False,"{'a': 0.5, 'e': 0.9999000719197535}",35,0,-162.82581323212895,"{0: 24, 1: 3, 2: 4, 3: 1, 4: 3}",1
11,False,"{'a': 0.5, 'e': 0.9998766324816606}",20,0,-116.45584644056153,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
12,False,"{'a': 0.5, 'e': 0.9998507259473718}",35,0,-158.09653787919342,"{0: 21, 1: 2, 2: 10, 3: 0, 4: 2}",0
13,False,"{'a': 0.5, 'e': 0.999822352380809}",25,0,-164.65920952129446,"{0: 12, 1: 2, 2: 9, 3: 0, 4: 2}",0
14,False,"{'a': 0.5, 'e': 0.9997915118519811}",30,0,-187.36614417038223,"{0: 17, 1: 2, 2: 8, 3: 0, 4: 3}",0
15,False,"{'a': 0.5, 'e': 0.999758204436984}",20,0,-130.3968598640537,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
16,False,"{'a': 0.5, 'e': 0.9997224302180006}",20,0,-97.17418027541873,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
17,False,"{'a': 0.5, 'e': 0.9996841892832999}",20,0,-81.75641069040095,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
18,False,"{'a': 0.5, 'e': 0.999643481727238}",20,0,-108.74151154402662,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
19,False,"{'a': 0.5, 'e': 0.9996003076502565}",25,0,-128.5792639216142,"{0: 14, 1: 1, 2: 8, 3: 1, 4: 1}",0
20,False,"{'a': 0.5, 'e': 0.9995546671588833}",20,0,-83.11801144796195,"{0: 12, 1: 2, 2: 3, 3: 3, 4: 0}",0
21,False,"{'a': 0.5, 'e': 0.9995065603657316}",20,0,-133.4860041608295,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
22,False,"{'a': 0.5, 'e': 0.9994559873895001}",25,0,-136.30605453866215,"{0: 12, 1: 5, 2: 6, 3: 1, 4: 1}",0
23,False,"{'a': 0.5, 'e': 0.9994029483549729}",25,0,-235.6882344134892,"{0: 11, 1: 3, 2: 5, 3: 3, 4: 3}",0
24,False,"{'a': 0.5, 'e': 0.9993474433930183}",20,0,-127.20638949215936,"{0: 9, 1: 1, 2: 9, 3: 0, 4: 1}",0
25,False,"{'a': 0.5, 'e': 0.9992894726405892}",25,0,-60.49775196685695,"{0: 14, 1: 7, 2: 4, 3: 0, 4: 0}",0
26,False,"{'a': 0.5, 'e': 0.9992290362407229}",30,0,-209.4317875301195,"{0: 14, 1: 4, 2: 8, 3: 2, 4: 2}",0
27,False,"{'a': 0.5, 'e': 0.9991661343425401}",20,12,-16.074924740679933,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
28,False,"{'a': 0.5, 'e': 0.999100767101245}",25,0,-112.99555139413766,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
29,False,"{'a': 0.5, 'e': 0.9990329346781247}",25,0,-108.33531085084294,"{0: 13, 1: 6, 2: 5, 3: 0, 4: 1}",0
30,False,"{'a': 0.5, 'e': 0.9989626372405491}",25,0,-276.7314114764116,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 5}",0
31,False,"{'a': 0.5, 'e': 0.99888987496197}",25,0,-165.25750687766964,"{0: 12, 1: 2, 2: 9, 3: 0, 4: 2}",0
32,False,"{'a': 0.5, 'e': 0.9988146480219211}",25,18,-5.15872411219057,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
33,False,"{'a': 0.5, 'e': 0.9987369566060175}",20,0,-121.98388548501968,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
34,False,"{'a': 0.5, 'e': 0.998656800905955}",20,0,-72.21611627493833,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
35,False,"{'a': 0.5, 'e': 0.9985741811195098}",25,0,-177.36273210164543,"{0: 13, 1: 3, 2: 6, 3: 0, 4: 3}",0
36,False,"{'a': 0.5, 'e': 0.9984890974505379}",20,0,-149.7563326201329,"{0: 10, 1: 0, 2: 8, 3: 0, 4: 2}",0
37,False,"{'a': 0.5, 'e': 0.998401550108975}",20,0,-61.87793218673376,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
38,False,"{'a': 0.5, 'e': 0.9983115393108354}",20,12,-6.639425325912556,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
39,False,"{'a': 0.5, 'e': 0.9982190652782118}",25,0,-148.2510505365328,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
40,False,"{'a': 0.5, 'e': 0.9981241282392745}",25,0,-149.21296729626957,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
41,False,"{'a': 0.5, 'e': 0.9980267284282716}",20,13,-16.782916766446654,"{0: 4, 1: 1, 2: 2, 3: 0, 4: 0}",1
42,False,"{'a': 0.5, 'e': 0.997926866085527}",20,0,-122.20454017960397,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
43,False,"{'a': 0.5, 'e': 0.9978245414574415}",25,0,-127.4306101171343,"{0: 14, 1: 1, 2: 8, 3: 1, 4: 1}",0
44,False,"{'a': 0.5, 'e': 0.9977197547964907}",20,0,-124.57304177396684,"{0: 9, 1: 4, 2: 5, 3: 1, 4: 1}",0
45,False,"{'a': 0.5, 'e': 0.9976125063612252}",25,0,-84.09902588184235,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
46,False,"{'a': 0.5, 'e': 0.99750279641627}",30,0,-175.69576460204792,"{0: 14, 1: 7, 2: 7, 3: 0, 4: 2}",0
47,False,"{'a': 0.5, 'e': 0.9973906252323237}",20,0,-122.84643037068844,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
48,False,"{'a': 0.5, 'e': 0.9972759930861571}",20,0,-87.44813117363144,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
49,False,"{'a': 0.5, 'e': 0.9971589002606139}",25,0,-110.10680507401169,"{0: 17, 1: 4, 2: 1, 3: 1, 4: 2}",0
50,False,"{'a': 0.5, 'e': 0.997039347044609}",25,0,-193.8903859648818,"{0: 12, 1: 5, 2: 2, 3: 4, 4: 2}",0
51,False,"{'a': 0.5, 'e': 0.996917333733128}",25,0,-108.05160814955391,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
52,False,"{'a': 0.5, 'e': 0.9967928606272266}",25,0,-79.14640132758524,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
53,False,"{'a': 0.5, 'e': 0.9966659280340299}",30,0,-176.06517781534242,"{0: 14, 1: 8, 2: 5, 3: 1, 4: 2}",0
54,False,"{'a': 0.5, 'e': 0.9965365362667313}",20,0,-107.0636545882277,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
55,False,"{'a': 0.5, 'e': 0.9964046856445924}",20,0,-115.63438784769775,"{0: 9, 1: 4, 2: 6, 3: 0, 4: 1}",0
56,False,"{'a': 0.5, 'e': 0.9962703764929413}",20,0,-154.86715020577586,"{0: 8, 1: 5, 2: 2, 3: 4, 4: 1}",0
57,False,"{'a': 0.5, 'e': 0.9961336091431725}",25,15,-14.67529698387771,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
58,False,"{'a': 0.5, 'e': 0.9959943839327459}",25,0,-175.6829328149021,"{0: 13, 1: 3, 2: 5, 3: 2, 4: 2}",0
59,False,"{'a': 0.5, 'e': 0.9958527012051857}",20,0,-233.43226007770105,"{0: 8, 1: 4, 2: 2, 3: 2, 4: 4}",0
60,False,"{'a': 0.5, 'e': 0.9957085613100801}",20,0,-123.3056340085855,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
61,False,"{'a': 0.5, 'e': 0.99556196460308}",35,0,-250.62449442073313,"{0: 16, 1: 4, 2: 11, 3: 1, 4: 3}",0
62,False,"{'a': 0.5, 'e': 0.9954129114458982}",20,0,-150.77923636086257,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
63,False,"{'a': 0.5, 'e': 0.9952614022063083}",20,0,-88.82339057501868,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
64,False,"{'a': 0.5, 'e': 0.9951074372581447}",20,6,-42.30837608167442,"{0: 9, 1: 1, 2: 3, 3: 1, 4: 0}",1
65,False,"{'a': 0.5, 'e': 0.9949510169813002}",20,0,-152.19572967909542,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
66,False,"{'a': 0.5, 'e': 0.9947921417617265}",20,0,-82.79734647913594,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
67,False,"{'a': 0.5, 'e': 0.9946308119914323}",30,0,-162.450085274096,"{0: 20, 1: 3, 2: 4, 3: 0, 4: 3}",0
68,False,"{'a': 0.5, 'e': 0.994467028068483}",20,0,-139.82242116862227,"{0: 11, 1: 0, 2: 5, 3: 3, 4: 1}",0
69,False,"{'a': 0.5, 'e': 0.9943007903969989}",20,11,-56.370961846821814,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 1}",1
70,False,"{'a': 0.5, 'e': 0.9941320993871551}",25,0,-98.1219643021755,"{0: 14, 1: 2, 2: 8, 3: 1, 4: 0}",0
71,False,"{'a': 0.5, 'e': 0.9939609554551797}",30,0,-87.69414135616555,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 1}",0
72,False,"{'a': 0.5, 'e': 0.9937873590233535}",25,0,-148.59004840577268,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
73,False,"{'a': 0.5, 'e': 0.9936113105200084}",25,0,-122.97379137137055,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
74,False,"{'a': 0.5, 'e': 0.9934328103795266}",20,0,-135.70400284557982,"{0: 12, 1: 4, 2: 1, 3: 0, 4: 3}",0
75,False,"{'a': 0.5, 'e': 0.9932518590423394}",25,0,-120.33940990594498,"{0: 12, 1: 6, 2: 6, 3: 0, 4: 1}",0
76,False,"{'a': 0.5, 'e': 0.9930684569549263}",20,0,-116.56813095136525,"{0: 10, 1: 1, 2: 8, 3: 0, 4: 1}",0
77,False,"{'a': 0.5, 'e': 0.9928826045698137}",20,0,-104.34819421422856,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
78,False,"{'a': 0.5, 'e': 0.9926943023455738}",20,0,-72.81873445432733,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",1
79,False,"{'a': 0.5, 'e': 0.9925035507468237}",20,0,-66.29997736691203,"{0: 10, 1: 5, 2: 5, 3: 0, 4: 0}",0
80,False,"{'a': 0.5, 'e': 0.9923103502442241}",30,0,-113.67189217018384,"{0: 17, 1: 2, 2: 10, 3: 1, 4: 0}",0
81,False,"{'a': 0.5, 'e': 0.9921147013144779}",30,0,-165.77748117775232,"{0: 19, 1: 3, 2: 5, 3: 0, 4: 3}",0
82,False,"{'a': 0.5, 'e': 0.9919166044403294}",20,0,-92.17292669704034,"{0: 10, 1: 0, 2: 10, 3: 0, 4: 0}",0
83,False,"{'a': 0.5, 'e': 0.9917160601105629}",25,0,-254.52020905064506,"{0: 10, 1: 3, 2: 7, 3: 1, 4: 4}",0
84,False,"{'a': 0.5, 'e': 0.9915130688200017}",20,0,-45.305888043983366,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
85,False,"{'a': 0.5, 'e': 0.9913076310695066}",30,0,-119.96778865241603,"{0: 17, 1: 3, 2: 7, 3: 3, 4: 0}",0
86,False,"{'a': 0.5, 'e': 0.9910997473659748}",20,0,-195.47709884268167,"{0: 9, 1: 1, 2: 6, 3: 1, 4: 3}",0
87,False,"{'a': 0.5, 'e': 0.9908894182223387}",20,0,-148.63332263309863,"{0: 9, 1: 2, 2: 7, 3: 0, 4: 2}",0
88,False,"{'a': 0.5, 'e': 0.9906766441575645}",30,0,-252.5355189209166,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 5}",0
89,False,"{'a': 0.5, 'e': 0.9904614256966512}",25,4,-84.77448886143553,"{0: 12, 1: 6, 2: 1, 3: 1, 4: 1}",1
90,False,"{'a': 0.5, 'e': 0.9902437633706288}",20,0,-64.00271099045383,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
91,False,"{'a': 0.5, 'e': 0.9900236577165575}",30,0,-75.34512153275175,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 1}",0
92,False,"{'a': 0.5, 'e': 0.9898011092775262}",25,0,-117.27449328241161,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
93,False,"{'a': 0.5, 'e': 0.9895761186026509}",25,0,-192.32655041205638,"{0: 11, 1: 4, 2: 6, 3: 2, 4: 2}",0
94,False,"{'a': 0.5, 'e': 0.989348686247074}",25,0,-57.805391422711644,"{0: 15, 1: 5, 2: 5, 3: 0, 4: 0}",0
95,False,"{'a': 0.5, 'e': 0.9891188127719618}",20,0,-172.64181920532505,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
96,False,"{'a': 0.5, 'e': 0.9888864987445046}",20,0,-29.845306954344142,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
97,False,"{'a': 0.5, 'e': 0.9886517447379141}",30,0,-275.61521651892264,"{0: 12, 1: 4, 2: 9, 3: 1, 4: 4}",0
98,False,"{'a': 0.5, 'e': 0.9884145513314223}",20,0,-69.36205281333719,"{0: 12, 1: 0, 2: 8, 3: 0, 4: 0}",0
99,False,"{'a': 0.5, 'e': 0.9881749191102805}",25,0,-113.89381964275074,"{0: 13, 1: 5, 2: 6, 3: 0, 4: 1}",0
100,False,"{'a': 0.5, 'e': 0.9879328486657574}",20,0,-116.77132065953495,"{0: 9, 1: 5, 2: 4, 3: 1, 4: 1}",0
101,False,"{'a': 0.5, 'e': 0.9876883405951378}",20,0,-66.49857741304164,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
102,False,"{'a': 0.5, 'e': 0.9874413955017208}",25,13,-5.196443588039894,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
103,False,"{'a': 0.5, 'e': 0.9871920139948192}",20,0,-128.5001761506625,"{0: 8, 1: 5, 2: 5, 3: 1, 4: 1}",0
104,False,"{'a': 0.5, 'e': 0.9869401966897569}",25,0,-109.05050949685061,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
105,False,"{'a': 0.5, 'e': 0.986685944207868}",20,0,-81.56283806741394,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 0}",0
106,False,"{'a': 0.5, 'e': 0.9864292571764954}",20,0,-129.7198451825933,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",0
107,False,"{'a': 0.5, 'e': 0.9861701362289889}",20,0,-85.68354380236565,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
108,False,"{'a': 0.5, 'e': 0.9859085820047033}",35,0,-197.5822240396913,"{0: 19, 1: 3, 2: 10, 3: 1, 4: 2}",0
109,False,"{'a': 0.5, 'e': 0.985644595148998}",25,0,-140.9901896287538,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
110,False,"{'a': 0.5, 'e': 0.9853781763132342}",25,0,-79.51381167688639,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
111,False,"{'a': 0.5, 'e': 0.9851093261547739}",20,0,-39.22429087119768,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
112,False,"{'a': 0.5, 'e': 0.9848380453369782}",20,10,-10.348108113971927,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
113,False,"{'a': 0.5, 'e': 0.9845643345292053}",20,0,-71.30290899862482,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
114,False,"{'a': 0.5, 'e': 0.9842881944068098}",20,0,-161.82115769719888,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
115,False,"{'a': 0.5, 'e': 0.9840096256511397}",25,0,-185.92036432512444,"{0: 12, 1: 3, 2: 6, 3: 2, 4: 2}",0
116,False,"{'a': 0.5, 'e': 0.9837286289495359}",20,0,-39.26135719795039,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
117,False,"{'a': 0.5, 'e': 0.9834452049953297}",20,0,-18.23773295226055,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 0}",0
118,False,"{'a': 0.5, 'e': 0.9831593544878415}",30,0,-70.88356200518682,"{0: 18, 1: 6, 2: 6, 3: 0, 4: 0}",0
119,False,"{'a': 0.5, 'e': 0.9828710781323792}",30,0,-128.40105690267416,"{0: 20, 1: 2, 2: 6, 3: 0, 4: 2}",0
120,False,"{'a': 0.5, 'e': 0.9825803766402359}",25,0,-149.1386072453332,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
121,False,"{'a': 0.5, 'e': 0.9822872507286887}",20,13,3.8833985047011623,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.9819917011209965}",25,0,-84.06872207192843,"{0: 13, 1: 6, 2: 5, 3: 1, 4: 0}",0
123,False,"{'a': 0.5, 'e': 0.9816937285463989}",20,0,-227.20521933982036,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 5}",0
124,False,"{'a': 0.5, 'e': 0.9813933337401133}",20,0,-87.87020489546602,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
125,False,"{'a': 0.5, 'e': 0.9810905174433341}",20,0,-56.15136401275406,"{0: 13, 1: 5, 2: 1, 3: 0, 4: 1}",0
126,False,"{'a': 0.5, 'e': 0.9807852804032304}",25,0,-114.0516118499187,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
127,False,"{'a': 0.5, 'e': 0.9804776233729444}",20,0,-69.94145219246367,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
128,False,"{'a': 0.5, 'e': 0.980167547111589}",25,0,-109.87434088991125,"{0: 12, 1: 3, 2: 9, 3: 1, 4: 0}",0
129,False,"{'a': 0.5, 'e': 0.9798550523842469}",30,0,-121.55000571248092,"{0: 18, 1: 3, 2: 7, 3: 1, 4: 1}",0
130,False,"{'a': 0.5, 'e': 0.9795401399619674}",20,0,-90.95530207442438,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
131,False,"{'a': 0.5, 'e': 0.9792228106217657}",25,1,-255.39563735703626,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 5}",1
132,False,"{'a': 0.5, 'e': 0.9789030651466206}",25,1,-110.18424715555234,"{0: 12, 1: 2, 2: 9, 3: 1, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.9785809043254721}",30,0,-64.35844976726203,"{0: 20, 1: 4, 2: 5, 3: 1, 4: 0}",0
134,False,"{'a': 0.5, 'e': 0.97825632895322}",30,0,-167.13537403146077,"{0: 15, 1: 4, 2: 9, 3: 0, 4: 2}",0
135,False,"{'a': 0.5, 'e': 0.9779293398307218}",30,0,-81.21623118147389,"{0: 19, 1: 4, 2: 6, 3: 1, 4: 0}",0
136,False,"{'a': 0.5, 'e': 0.9775999377647907}",20,0,-74.99085765115468,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
137,False,"{'a': 0.5, 'e': 0.9772681235681935}",25,0,-135.26078324042697,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 3}",0
138,False,"{'a': 0.5, 'e': 0.9769338980596487}",25,0,-124.52177253540684,"{0: 14, 1: 0, 2: 10, 3: 0, 4: 1}",0
139,False,"{'a': 0.5, 'e': 0.9765972620638246}",25,0,-75.6974280875114,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
140,False,"{'a': 0.5, 'e': 0.976258216411337}",20,0,-162.75852464790194,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
141,False,"{'a': 0.5, 'e': 0.9759167619387474}",20,0,-85.62233065257864,"{0: 9, 1: 7, 2: 2, 3: 2, 4: 0}",0
142,False,"{'a': 0.5, 'e': 0.9755728994885607}",30,0,-99.23794963153989,"{0: 20, 1: 3, 2: 6, 3: 0, 4: 1}",0
143,False,"{'a': 0.5, 'e': 0.9752266299092234}",20,0,-28.071439367696545,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
144,False,"{'a': 0.5, 'e': 0.9748779540551212}",25,0,-321.85681596048835,"{0: 10, 1: 4, 2: 3, 3: 2, 4: 6}",0
145,False,"{'a': 0.5, 'e': 0.9745268727865771}",25,0,-105.65766786201544,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 2}",0
146,False,"{'a': 0.5, 'e': 0.9741733869698493}",25,0,-193.043356556493,"{0: 10, 1: 6, 2: 5, 3: 2, 4: 2}",0
147,False,"{'a': 0.5, 'e': 0.9738174974771289}",20,0,-219.69841872373212,"{0: 7, 1: 1, 2: 8, 3: 1, 4: 3}",0
148,False,"{'a': 0.5, 'e': 0.9734592051865377}",20,0,-154.3545034908391,"{0: 9, 1: 4, 2: 4, 3: 1, 4: 2}",0
149,False,"{'a': 0.5, 'e': 0.9730985109821265}",30,0,-284.56907935123894,"{0: 14, 1: 1, 2: 9, 3: 2, 4: 4}",0
150,False,"{'a': 0.5, 'e': 0.9727354157538723}",30,0,-72.270195110469,"{0: 19, 1: 3, 2: 8, 3: 0, 4: 0}",0
151,False,"{'a': 0.5, 'e': 0.9723699203976766}",25,0,-212.04502873297636,"{0: 11, 1: 1, 2: 10, 3: 0, 4: 3}",0
152,False,"{'a': 0.5, 'e': 0.9720020258153627}",35,0,-234.4692741897189,"{0: 18, 1: 2, 2: 11, 3: 1, 4: 3}",0
153,False,"{'a': 0.5, 'e': 0.971631732914674}",30,0,-229.12365644161045,"{0: 18, 1: 1, 2: 6, 3: 1, 4: 4}",0
154,False,"{'a': 0.5, 'e': 0.9712590426092713}",25,0,-158.95721413986243,"{0: 10, 1: 3, 2: 10, 3: 1, 4: 1}",0
155,False,"{'a': 0.5, 'e': 0.970883955818731}",35,0,-184.16702240372206,"{0: 18, 1: 6, 2: 8, 3: 1, 4: 2}",0
156,False,"{'a': 0.5, 'e': 0.9705064734685425}",20,0,-189.5653705208048,"{0: 10, 1: 1, 2: 4, 3: 2, 4: 3}",0
157,False,"{'a': 0.5, 'e': 0.9701265964901058}",25,0,-132.8921409794395,"{0: 14, 1: 5, 2: 4, 3: 0, 4: 2}",0
158,False,"{'a': 0.5, 'e': 0.9697443258207298}",25,0,-27.43750051906101,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
159,False,"{'a': 0.5, 'e': 0.9693596624036293}",25,0,-108.57965535573527,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
160,False,"{'a': 0.5, 'e': 0.968972607187923}",20,0,-159.90210687556953,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
161,False,"{'a': 0.5, 'e': 0.9685831611286311}",20,0,-90.42448637560247,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
162,False,"{'a': 0.5, 'e': 0.9681913251866732}",30,0,-156.59361033097323,"{0: 20, 1: 3, 2: 3, 3: 1, 4: 3}",0
163,False,"{'a': 0.5, 'e': 0.9677971003288655}",20,11,-8.444387546448574,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.9674004875279185}",25,0,-59.78749119060734,"{0: 16, 1: 7, 2: 1, 3: 0, 4: 1}",0
165,False,"{'a': 0.5, 'e': 0.9670014877624351}",25,12,-20.038007757235274,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.9666001020169073}",25,0,-102.31148885117028,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
167,False,"{'a': 0.5, 'e': 0.9661963312817148}",20,0,-90.0706422674955,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
168,False,"{'a': 0.5, 'e': 0.9657901765531215}",25,0,-120.94290466470169,"{0: 13, 1: 5, 2: 5, 3: 1, 4: 1}",0
169,False,"{'a': 0.5, 'e': 0.9653816388332739}",25,0,-67.28152481146887,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
170,False,"{'a': 0.5, 'e': 0.9649707191301983}",20,0,-153.15950896497117,"{0: 8, 1: 2, 2: 7, 3: 2, 4: 1}",0
171,False,"{'a': 0.5, 'e': 0.9645574184577981}",25,4,-57.77268251185534,"{0: 12, 1: 4, 2: 5, 3: 0, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.9641417378358517}",25,0,-124.84210816015542,"{0: 16, 1: 2, 2: 3, 3: 3, 4: 1}",0
173,False,"{'a': 0.5, 'e': 0.9637236782900097}",30,0,-117.63666603856315,"{0: 21, 1: 4, 2: 2, 3: 1, 4: 2}",0
174,False,"{'a': 0.5, 'e': 0.9633032408517925}",30,0,-111.43453344405512,"{0: 19, 1: 2, 2: 8, 3: 0, 4: 1}",0
175,False,"{'a': 0.5, 'e': 0.9628804265585875}",35,0,-105.59684530401658,"{0: 24, 1: 2, 2: 8, 3: 0, 4: 1}",0
176,False,"{'a': 0.5, 'e': 0.9624552364536473}",20,0,-122.12021910802777,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
177,False,"{'a': 0.5, 'e': 0.9620276715860859}",25,0,-109.38886764419061,"{0: 13, 1: 2, 2: 9, 3: 1, 4: 0}",0
178,False,"{'a': 0.5, 'e': 0.9615977330108771}",20,0,-162.71847815455445,"{0: 6, 1: 6, 2: 6, 3: 0, 4: 2}",0
179,False,"{'a': 0.5, 'e': 0.9611654217888519}",20,0,-112.75288571739132,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
180,False,"{'a': 0.5, 'e': 0.960730738986695}",20,0,-126.90058300350405,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
181,False,"{'a': 0.5, 'e': 0.9602936856769431}",20,0,-41.96058845750799,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
182,False,"{'a': 0.5, 'e': 0.9598542629379817}",30,10,-88.23245233962562,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",1
183,False,"{'a': 0.5, 'e': 0.9594124718540429}",30,0,-230.19477809208036,"{0: 17, 1: 2, 2: 6, 3: 1, 4: 4}",0
184,False,"{'a': 0.5, 'e': 0.9589683135152021}",20,0,-219.17843912051552,"{0: 10, 1: 0, 2: 5, 3: 1, 4: 4}",0
